LÔ-MÁ-JĪ,HÔA-GÍ,IA̍H-SÒ͘,LÔ-MÁ-JĪ2,LÔ-MÁ-JĪ3
Siu7,巢,598,,
Siunn7,想,598,,
Siunn7 be7 tshut,想不出,598,,
Siunn7  e7 tshut,想得出,598,,
Siunn7 bueh,想要,599,,
Siunn7-tso3,以為,599,Siunn7-kong2,
Siunn-a2,箱子,601,,
Siunn,太過,601,,
Siunn uann3,太慢,601,,
Siunn2-su3,賞賜,601,,
Siunn2-kim,賞金,601,,
Sng,酸、累,602,,
Sng-tshoo3,醋,602,,
Sng2,玩,602,,
Sng3-siau3,算帳,602,,
Sng3-puann5,算盤,602,,
Sng,霜,602,,
So2,鎖,603,Tsit8 mng5 so2,
So2 khi2-lai5,鎖起來,603,,
So2-si5,鑰匙,603,,
So,摸、撫,603,,
So5,爬行,603,,
Soo2-tsai7,所在、地方,604,,
Tsit soo2-tsai7,這個地方,604,Tsit-ê soo2-tsai7,
Hit soo2-tsai7,那個地方,604,Hit ê soo2-tsai7,
Soo2,所,604,,
Soo2-i2,所以,604,,
Soo3-hak8,數學,604,,
Soo2-hui3,費用,604,,
Soo,脆、易碎的,605,Tshe3,
Soo2-suh,醬油(外國式的),605,,
Sua,砂,605,,
Sua-lau7,過濾器,606,,
Sua2,搬、移動,606,,
Sua3,繼續,606,,
Sun7-sua3,順便,606,,
Sua-hi5,鯊魚,606,,
Suann,山,607,,
Ti7 suann-ting2,在山上,607,,
Suann3,線,607,,
Ian5-suann3,鉛線,607,,
Tian7-suann3,電線,607,,
Tang5-suann3,銅線,607,,
Suann3,散,607,,
Suann3 phong2-phong2,亂七八糟,607,,
Suah,終於、然而,608,,
Suah,終、停、完,608,,
Suann7-a2,芒果,609,,
Suan-thuan5,宣傳,609,,
Suan-thuan5-tuann,宣傳單,609,,
Suan-thuan5-hui3,宣傳費,609,,
Suan-tsian3,宣戰,609,,
Suan-gian5,宣言,609,,
Suan-koo3,宣告,609,,
Suan-koo3 si2-hing5,宣告死刑,609,,
Suan-se3,宣誓,609,Tsiu3-tsua7,
Suan3-sut8,算術,610,,
Suan2,選,610,,
Suan2-tshiu2,選手,610,,
Suan2-ki2,選舉,610,,
Suan3-thau5,蒜頭,610,,
Suan3-a2,大蒜,610,,
Suat-bun5,香皂、肥皂,610,Te5-khoo,
Suat-bing5,說明,610,,
Sue3,稅,611,,
Sue3-kuan,稅關、海關,611,,
Kaon-sue3,關稅,611,,
Soo2-tik sue3,所得稅,611,,
Tshu3-sue3,房租,611,,
Kho3-sue3,課稅、賦稅,611,,
Lap3-sue3,納稅,611,,
Sue3,租,611,Tsoo,
Sueh-bing5,說明,612,,
Sueh-sia7,道謝、說謝,612,,
Soh-a2,繩子,613,,
Song2-khuai3,爽快,613,,
Song-su7,喪事,613,,
Song5,有土包子氣,613,,
Su3-hong,四方、平方,614,,
Nng7 tshioh su3-hong,二尺四方、二尺平方,614,,
Nng7 hong-tshioh,二方尺、二平方尺,614,,
Su3-si7,舒適、舒當,614,,
Su,輸、敗,614,,
Su2-ka2,暑假,614,,
Su3,賜,614,,
Su-lip8,私立,615,,
Su-siat,私設,615,,
Su-siong2,思想,615,,
Su7-tsing5,事情,615,,
Su7,事、事情,615,Tai7-tsi3,
Su-iau3,需要,615,,
Tsit8 su sann,一套衣服,616,,
Su-huih,輸血,616,Su-hueh,
Su2-bing7,使命,616,,
Su7-giap8,事業,616,,
Su7-koo3,事故,616,,
Kau-thong su7-koo3,交通事故,616,,
Su7-sit8,事實,617,,
Suh,吸,617,,
Sui2,美麗,617,,
Sui5-si5,即時、馬上,618,,
Sui-jian5,雖然,618,,
Sui5-pian7,隨便,618,,
Sun7-sua3,順便,618,,
Sun7-sua3,孫,619,,
Lai7-sun,內孫,619,,
Gua7-sun,外孫,619,,
Sun-a2,姪、姪子,619,,
Sun2-hai7,損害,619,,
Sun2-sit,損失,619,,
Sun7-hong,順風,619,,
Sang3 sun7-hong,鑑別,619,,
Tsit8 sut-a2,一點兒,620,,
Sut-tit8,率直,620,Tsut-tit8,
Tang5-suann3,乾,620,,
Ta-se2,乾洗,620,,
Ta3,罩、蓋、遮蔽,620,,
Bang2-ta3,蚊帳,620,,
Tian7-hue2-ta3,電燈罩,620,,
Tann,現在,621,,
Tann,挑,621,,
Tann3,擔,621,,
Tann tann3,挑擔,621,,
Tann2,膽,621,,
Ho2 tann2,大膽,621,,
Tah,貼,621,,
Tah iu5 phio3,貼郵票,622,,
Tah8,踏,622,,
Kha-tah8-tshia,腳踏車,622,,
Tai5,輛、台,622,,
Tai5-uan5,台灣,622,,
Tai5-uan5-ue7,台灣話,622,,
Tai5-uan5-lang5,台灣人,622,,
Tai5-uan5 tse3,台灣製,622,,
Tai5-pak,台北,622,,
Tai5-lam5,台南,622,,
Tai5-tiong,台中,623,,
Tai5-tang,台東,623,,
Tai7-sing,首先,623,,
Tai7-khai3,大概,623,,
Tak8-ke,大家,623,,
Lin2 tak8-ke,你們大家,623,,
Lan2 tak8-ke,我們大家,623,,
Tai7-pian7,大便,623,,
Tai7-pian7 soo2,大便所,623,,
Tai7-hak8,大學,624,,
Tai7-soo3,代數,624,,
Tai7-piau2,代表,624,,
Tai7-tsi3,事情,624,,
Tai5,埋、葬,624,,
Tai7-li2,代理,624,,
Tai7-sia3,大使,625,,
Tak8,各、每,625,,
Tak8 e5,每個,625,,
Tak8 ê lang5,每一個人,625,,
Tak8 tsu2-jit8,每個主日,625,,
Tak8 tsai2-tsi2,每個早晨,625,,
Tak8-am3,每天晚上,625,Tak8 ing-am3,
Tak8 e-poo,每天下午,625,,
Tak8-jit8,每天,625,,
Tak8 le2-pai3,每一個禮拜,625,,
Tak8 koo2-gueh8,每月,625,Tak8 gueh8-jit8,
Tak8 ni5,每年,626,,
Tak8-pai2,每次,626,,
Tak8 khuan2,每一種,626,,
Tak8 king pang5-king,每一間房間,626,,
Tak,撞、牴觸,626,,
Tam5,濕,626,,
Tam5-lok-lok,全濕了、濕透了,626,Tam5 li3 lok,
Tam7-poh8-a2,一點點,626,Tsit8 sut-a2,
Tam5-lun7,談論,627,,
Tam-tng,擔當,627,,
Tam,嘗、€,627,,
Tan7-si7,但是,628,,
Tan2,等、等候,628,,
Tan2-hau7,等候,628,Thing3-hau7,
Sio2 tan2,相等候,628,,
Tan3,丟、拋、投,628,,
Tan3 hinn3-sak,丟掉、拋掉,628,Kiat hinn3-sak,Hiat-tiau7
Tan-sun5,單純、簡單,629,,
Tang-si5,何時、什麼時候,629,Ti7-si5,Sim2-mih-si5
Tang,東,629,,
Tang5-oh8,同學,630,Tong5-oh8,
Tang5-pan,同班,630,,
Tang,收穫,630,,
Lak8-gueh8 tang,六月的收穫,630,,
Tsap8-gueh8 tang,十月的收穫,630,,
Siu-tang,收穫,630,,
Kuah-tiu7-a2,割稻禾,630,,
Tang3,地方,630,,
Bo5 tang3 khng3,沒有地方放,630,,
Bo5 tang3 be2,沒有地方買、買不到,630,,
Tang-thinn,冬天,630,,
Tshun he7 tshiu tang,春夏秋冬,630,,
Tang7-si5,同時、一同,631,Kang7-si5,
Tang5,銅,631,,
Tang5-suann3,銅線,631,,
Tang7-si5,重,631,,
Tang-iunn5,東洋,631,,
Tang-sai,東西,631,,
Tang5-phuann7,同伴,633,Tong5-phuann7,
Tat---tioh8,達到,633,,
Tat8,值,634,,
Ke3-tat8,價值,634,,
U7 ke3-tat8,有價值,634,,
Tsin u7 ke3-tat8,很有價值,634,,
Bo5 ke3-tat8,沒有價值,634,,
Tau,宅、家,635,,
Guan2 tau,我(們)的家,635,Gun2 tau,
Lin2 tau,你(們)的家,635,,
Tau7-a2,豆,635,,
Tau7-iu5,醬油,635,,
Thoo5-tau7,花生豆(米),635,,
Tau7-hu7,豆腐,635,,
Tau7-kuann,豆腐干,635,,
Tau3,罩、蓋、遮蔽,635,Ta3,
Bang2-tau3,蚊帳,635,Bang2-ta3,
Ting-hue2-tau3,燈罩,635,,
Tau3,午,635,,
Gueh tau3-a2,將近中午,635,,
Tiong-tau3,中午,635,,
E-tau3,下午,635,,
Tau3,幫忙、套上,636,,
Tau3-kha-tshiu2,幫忙,636,,
Tau5-phio3,投票,636,,
Tau5-hang5,投降,636,,
Tau2,斗,636,,
Te5,茶,637,,
Te5-kuan3,茶瓶,637,Te5-pan5,
Te5 koo2,茶壺,637,,
Te5-bi2,茶葉,637,,
Te5-puann5,茶盆,637,,
Te5-pue,茶杯,637,Te5-au,
Tsit8 pue te5,一杯茶,637,Tsit8 au te5,
Te7,地,637,,
Te7-kiu5,地球,637,,
Te7-tang7,地震,638,,
Te7gak8,地獄,638,Te7-gik8,
Te7-tsian,地氈,638,,
Te2,短,638,,
Tng5-te2,長短,638,,
Te2-khoo3,短褲,638,,
Te3,塊,638,,
Te7-kui2,第幾？,638,,
Te7 it,第一,638,,
Te7-it ho2,最好,639,,
Te7-it tiam2-tsing,第一節、第一堂,639,,
Te5-khoo,香皂、肥皂,639,Suat-bun5,
Te7,袋,639,,
Sann-a2-te7,衣袋,639,,
Khoo3-te7-a2,褲袋,639,,
Te7-li2,地理,639,,
Te5-bak8,題目,639,Te5-bok8,
Te7-hu7,弟婦,639,,
Teh,在,640,,
Teh-bueh,,640,,
Teh-bueh-khi3,剛要去,640,,
Teh bueh si2,快要死,640,,
Teh bueh tshiah8-png7,剛要吃飯,640,,
Teh bueh kau3,快要到,640,,
Teh,壓,640,,
Tik,竹,641,,
Tsit8 ki tik-a2,一枝竹,641,,
Tsit8 ki tik-ko,一枝竹竿,641,,
Tik-sun2,竹筍,641,,
Tik-khak,的確,641,,
Tik-tsue7,得罪,641,Tik-sit,
Tik8-piat8,特別,641,,
Tik8-piat8 ê ,特別的,641,,
Tik8-piat8 tsu3-i3,特別注意,641,,
Tik-hing7,德性,641,,
Tik-kok,德國,642,,
Tik-kok-ue7,德國話,642,,
Ting7,硬,642,,
Ting2,頂、上面,642,,
Ti7 tshu3 ting2,在屋上,642,,
Ti7 lau5-ting2,在樓上,642,,
Ting2-bin7,上面,642,,
Ting2,上,642,,
Ting2-pai2,上次,642,,
Ting2 le2-pai3,上個禮拜,642,,
Ting2 koo2-gueh8,上個月,642,,
Ting2-poo,上午,642,,
Ting3,釘,642,,
Ting-a2,鐵釘,643,,
Loo7-si-ting,螺絲釘,643,,
Ting2,秤、稱,643,,
Ting2-a2,小秤,643,,
Ting-a2,登、灯,643,,
Loo7-ting,路燈,643,,
Ting-tai5,檯燈,643,,
Ting-hue2 kuan2-tse3,燈火管制,643,,
Ting-ki3,登記,644,,
Ting7-hun,訂婚,644,,
Ting7-ke3,定價,644,,
Ting2-ting2,等等,644,,
Thai3,太,645,,
Thai3 tua7,太大,645,,
Thai3-se3,太小,645,,
Thai3-tsa2,太早,645,,
Thai3-uann3,太晚,645,,
Thai3-thai3,太太,645,,
Thai5,殺,645,,
Thai5 ke tshiann2 lang5-kheh,殺雞請客,645,,
Thai5--si2,殺死,645,,
Thai5 ti--e5,屠夫,645,,
Thai5 ah,殺鴨,646,,
Thai5 ong5-lai5,切鳳梨,646,,
Thai5 si-kue,切西瓜,646,,
Thai5 iu7-a2,削柚子,646,,
Thai5-thau5,砍頭、改職,646,,
Thai,篩、分,646,,
Thai-a2,篩,646,,
Thai3-kok,泰國,646,,
Thak8,讀,646,,
Thak8-tsheh,讀書,646,,
Tsin phainn2 thak8,很難讀,646,,
Thak8 to7-li2,讀道理,647,,
Oh8 to7-li2,學道理,647,,
Thak8 hoo7 sik8,讀熟,647,,
Thak8-khi2,讀起、上課,647,,
Thak8-suah,下課,647,,
Thak8 e7 lai5,讀得來,647,,
Thak8 be7 lai5,讀不來,648,,
Thak8 e7 khi3,能讀完、讀得下,648,,
Thak8 be7 khi3,讀不下,648,,
Thak8 tsheh king,書房,648,,
Tham-tho,貪饕,648,,
Tham-sim,貪心,648,,
Tham5,痰,649,,
Tham5-kuan3,痰盂,649,,
Tham3,問候,649,,
Tham5,潭,649,,
Jit8-guat8 tham5,日月潭,649,,
Than3 tsinn5,賺錢,649,,
Than3,趁,649,,
Than3 iau2 e7 ki3--tit,趁我還記住、趁你還記住,649,,
Than3 sio,趁熱,649,,
Than3 i bo5 ti7--leh,趁他不在,650,,
Than3 ki-hue7,趁機會,650,,
Than2-a2,毛毯,650,,
Thang2,桶,650,,
Tsit8 thang2 tsui2,一桶水,650,,
Tsit8 thang2 sio tsui2,一桶熱水,650,,
Pui5 thang2,肥桶,650,,
Sai2 thang2,糞桶,650,,
Thang,可以,650,,
M7-thang,不可以,650,,
Thang5,蟲,652,,
Thang-a2,窗戶,652,,
Thang-a2-mng5,窗,652,,
That,踢,652,,
That-kiu5,踢球,653,,
That,塞、填,653,,
That hinn7-khang,塞耳孔,653,,
That-a2,瓶塞,653,,
Tsiu2 that-a2,酒瓶塞,653,,
Thau5-khak,頭,653,,
Ti7 thau5-khak-ting2,在頭上,654,Ti7 thau5-khak e5 ting2-bin7,
Thau5-nau2,頭腦,654,,
Bo5 thau5-nau2,沒有頭腦,654,,
Thau5-moo5,頭髮,654,,
Thau5-moo5 iu5,頭髮油,654,,
Thau5-tsing5,前面,654,,
Bin7 thau5-tsing5,面前,654,,
Thau5-hiah8,額頭,654,,
Thau5-tu2-a2,剛才、剛剛,655,Tu2-tsiann3,Tu2-tsiah
Thau3-hong,刮風,655,,
Thau,偷,655,,
Thau tso3 hun,私製菸,655,,
Thau in3 gin5-phio3,印偽幣,655,,
Thau-theh8,偷取、偷竊,655,,
Thau-khuann3,偷看,655,,
Thau-thiann,偷聽,656,,
Thau-tsiah8,偷吃,656,,
Thau-kong2,偷偷地講,656,,
Thau-khan,偷牽,656,,
Thau5,頭,657,,
Kuan3-thau5,罐頭,657,,
Thau5 tsit8 ê,頭一個,657,,
Thau5 tsit8 pai2,頭一次,657,,
Thau5 tsit8 hang7,頭一件,657,,
Thau5 tsit8 ku3,頭一句,657,,
Thau5 tsit8 jit8,頭一日,657,,
Thau5 tiam2-tsing,頭一節,657,,
Thau5 lang5,長老、領袖,657,,
Thau5-ke,老闆,657,,
Thau5-ke-niu5,老闆娘,657,,
Thau2,解開,659,,
The2-iok8,體育,660,,
The2-tshau,體操,660,,
The3,替,660,,
The3-poo7,退步,660,,
The2-thiap,體貼,660,,
Tong5-tsing5,同情,660,,
The3-sik,褪色,661,,
Be7 the3-sik,不褪色,661,,
The3 inn7,退院,661,,
The3 jiat8,退熱,661,,
Theh8,拿、提、帶,661,,
Theh8--lai5,拿來,661,,
Theh8--khi3,拿去,661,,
Theh8--tshut--khi3,拿出去,661,,
Theh8--tshut--lai5,拿出來,661,,
Theh8--tng2-lai5,拿回來,661,,
Theh8--tng2-khi3,拿回去,661,,
Theh8--jip8-lai5,拿進來,662,,
Theh8--jip8-khi3,拿進去,662,,
Theh8--loh8-khi3,拿下去,662,,
Theh8--loh8-lai5,拿下來,662,,
Theh8--khi2-khi3,拿上去,662,,
Theh8--khi2-lai5,拿起來,662,,
Ainn7,背,662,,
Kuann7,提,662,,
Tua3,帶,662,,
Te7,帶在袋裡、裝,663,,
Pho7,抱,663,,
Tann,擔,663,,
Nhueh8,夾,663,Ngeh8,
Lam2,摟、抱,663,,
Phang5,捧,664,,
Kng,抬,664,,
Giah8,拿,664,,
Gia5,夯,664,,
Phainn7,背,665,,
Hiannh,帶、拿,665,,
Liah8,捉,665,,
Tshua7,導,665,,
Tsai3,載,666,,
Khan,牽,666,,
Tshia,載,666,,
Thua,拖,666,,
Thing3-hau7,等候,667,,
Thing5,停,667,,
Khah-thing5-a2,再一會兒,667,,
Thing5-tshia,停車,667,,
Thing5-kang,停工,667,,
Thing5-tian7,停電,667,,
Thi5,啼,668,,
Ke thi5,公雞啼,668,,
Thi3,剃,668,,
Thi5-khau3,啼哭,668,,
Thi3-thau5,理髮,668,,
Thi3-thau5 sai-hu7,理髮師,668,,
Thi3-thau5 tiam3,理髮店,668,,
Thi2,展開,668,,
Thinn,天、天空、天氣,669,,
Thhinn-te7,天地,669,,
Ti7 thinn-ting2,在天空,669,,
Thinn-khi3,天氣,669,,
Ho2 thinn,好天氣,669,,
Phainn2 thinn,壞天氣,669,,
Thinn kng,天亮,669,,
Thinn iau2 bue7 kng,天還沒有亮,669,,
Thinn7,縫,670,,
Thinn,添,670,,
Ke-thinn,加添,670,,
Thiann3,痛、疼愛,670,,
Tit-lang5-thiann3,受人疼愛,671,,
Thiann,聽,671,,
Thiann u7,聽懂,672,,
Thiann bo5,聽不懂,672,,
Ho2 thiann,好聽,672,,
Phainn2 thiann,不好聽,672,,
Kong2 hoo7 i thiann,講給他聽,672,,
Gua2 kong2 hoo7 li2 thiann,我講給你聽,672,,
Ai3 thiann,喜歡聽,672,,
Thiann gua2 e5 tshui3,聽我的話,672,,
Khah thiann tshui3--leh,聽話一點,672,,
Thiann ue7,聽話,672,Thiann tshui3,
Thiann bing7,聽命,672,,
Thiann u7,聽懂,673,,
Thiann bo5,聽不懂,673,,
Thiann-kinn3,聽見,673,,
M7 thiann,不聽,673,,
Be7 hiau2 thiann,不會聽,674,,
Thiann be7 hiau2,聽不懂,674,,
Thiann e7 tioh8,聽得到,674,,
Thiann be7 tioh8,聽不到,674,,
Thiann m7 tioh8,聽錯,675,,
Thiann be7 tshing-tsho2,聽不清楚,675,,
Thiann bo5 tshing-tsho2,沒聽清楚,675,,
Thiann bo5 tsin,聽不詳細,676,Thiann bo5 siong5-se3,
Hoo7 gua2 thiann-tioh8,被我聽到,676,,
Gua2 u7 thiann-kinn3 lang5 kong2,我有聽人家說過,676,,
Bo5 thiann-kinn3,沒有聽見,676,,
Tshau3-hinn7-lang5 bo5 thiann-kinn3,聾子聽不到,677,,
Thiann,廳,677,,
Tua7-thiann,正廳,677,,
Tsiah8 png7 thiann,飯廳,677,,
Lang5-kheh thiann,客廳,677,,
Thiah-phua3,撕破,677,,
Thiah-khui,撕開,677,Lì--khui,
Thiam2,累、疲勞,677,,
Thian-tsu2,天主,678,,
Thian-tsu2-king,天主經,678,,
Thian-tsu2-sing3-king,天主聖經,678,,
Thain-tsu2 sing3-tsu2,天主聖子,678,,
Thian-tsu2 sing3-sin5,天主聖神,678,,
Thian-tsu2 sing3-hu7,天主聖父,678,,
Thian-tsu2-kau3,天主教,678,,
Thian-tsu2-kong-kau3,天主公教,679,,
Thian-tsu2 kau3-tng5,天主教堂,679,,
Thian-sin5,天神、天使,679,Thinn-sai3,
Thian-tong5,天堂,679,,
Sing thian-tong5,升天堂,679,,
Thian-tsai5,天才,679,,
Thian-jian5,天然,679,Tsu7-jian5,
Thian-jian5-sik,天然色,679,,
Thian-jian5-sik e5 siong3,天然色的相片,680,,
Thian-jian5 sik e5 nng2 phinn3,天然色的軟片,680,,
Thian-hua,天花,680,,
Thian-pong5,天花板,680,,
Thiau7-a2,柱,680,,
Tian7-ting thiau7,電燈杆,680,Tian7-hue2 thiau7,
Tian7-ue7 thiau7,電話杆,680,Tian7-sin3 thiau7,
Thiau3,跳,680,,
Thiau3--khi2-lai5,跳起來,681,,
Thiau3--loh8-khì ,跳下去,681,,
Thiau--tshut--khi3,跳出去,681,,
Thiau3--kue3--khi3,跳過去,681,,
Thiau3-bu2,跳舞,681,,
Thiau3-tsui2,跳水,681,,
Thiau-kang,特地,682,Tsuan-kang,
Thiau i3-koo3,故意,682,Thiau-koo3-i3,Thiau-ti5
Thiau-tsian3,挑戰,682,,
Thih,鐵,682,,
Thih-loo7,鐵路、鐵道,683,,
Thih-be2,腳踏車、自行車,683,,
Khia5 thih-be2,騎腳踏車,683,,
Thih kio5,鐵橋,683,,
Thih-kng2,鐵管,683,,
Thih-kang-tshiunn2,鐵工廠,683,Thih-kang-tiunn5,
Thin5,斟酌、倒,683,,
Ttit-tho5,玩耍,684,Tshit-tho5,
Thng5,糖,684,,
Thng5-a2,糖果,684,,
Thng5-jio7-pinn7,糖尿病,684,,
Thng,湯,684,,
Thng-si5-a2,湯匙,684,,
Thng7,烘暖,684,Thng7-sio,
Thng3,脫,685,,
Tng3-sann,脫衣,685,,
Thng3 e5,脫鞋,685,,
Thng3--tioh8,以開水燒傷,685,,
Tho2,討、要求,685,,
Tho2-lun7,討論,685,,
Tho2-siau3,討債,686,,
Tho5-a2,桃子,686,,
Tho3-tong3,妥當,686,,
Tho3-tong3--loh8,很幸虧,686,,
Bo5 tho3-tong3,危險,686,,
Thoo5-kha,地板、地面,686,,
Sau3 thoo5-kha,掃地,686,,
Thoo5-tau7,花生米,686,,
Thoo5-tau7 thng5-a2,花生糖,686,,
Thoo2-ti7 kong,土地公,686,,
Thoo5-hun2,塵埃,686,,
Thoo5-thuann3,煤炭,687,,
Thoo5-thuann3 sai2,燃屑、煤渣,687,,
Thoo2-khui3,嘆氣,687,Thoo2 tua7-khui3,
Thoo5-tsui2 sai-hu7,泥水匠,687,,
Thoo3-a2,兔子,687,,
Thoo3,吐,687,,
Thua,拖,687,,
Thua tshia-a2,車伕,688,,
Thuann2-tshau2,除雜草,688,,
Thuann3,炭,688,,
Thoo5-thuann3,煤,688,,
Hue2-thuann3,木炭,688,,
Lian7 thuann3,煉炭,688,,
Thuann-huan2,攤販,688,,
Thuah-a2,抽屜,689,,
Ti7 thuah-a2-lai7,在抽屜裡面,689,,
Thuan5-kau3,傳教,689,,
Thuan5-kau3 kang-tsok,傳教工作,689,,
Thuan5-kau3 sian-sinn,傳教先生,689,,
Thuan5-to7 hak8-hau7,傳到學校,689,,
Thuan5-to7 hak8-sing,傳到學生,689,,
Thuan3-lian7,鍛鍊,689,,
Thuan5-jiam2,傳染,689,,
Thuan5-jiam2 pinn7,傳染病,690,,
Thuan5-suat,傳說,690,,
Thok-ji5-soo2,托兒所,690,,
Thong-hak8-sneg,通學生,690,,
Thong2-ti7,統治,690,,
Thong2-it,統一,690,,
Thong-ti,通知,691,,
Thong-kue3,通過,691,,
Thong-ik8,通譯,691,,
Thong-sin3,通信,691,,
Thong-siong,通商,692,,
Thong-kan,通姦,692,,
Thong3-hue3,痛悔,692,,
Thong3-hue3-king,痛悔經,692,,
Thong3-khoo2,痛苦,692,,
Thong3-hin7,痛恨,692,,
Thuh,剷,692,,
Thuh tshui3-khi2,以牙籤除牙縫內之殘渣,693,,
Thui,梯,693,,
Lau5-thui,樓梯,693,,
Thui2,腿,693,Kha-thui2,
Ti thui3,豬腿,693,,
Hue2-thui2,火腿,693,,
Thui5-a2,槌,693,Kong3-thui5-a2,
Thun,吞,694,,
Thun--loh8-khi3,吞下去,694,,
Thun be7 loh8-khi3,吞不下去,694,,
Thun7,填、埋,694,,
Thun-lun2,忍耐,694,,
Ti7,在,694,,
Ti7 sing3-tng5 lai7,在聖堂內,694,,
Ti7 sneg3-tng5 gua7,在聖堂外,694,,
Ti7 sing3-tng5 pinn,在聖堂邊,695,Ti7 sing3-tng5 e5 pinn-a2,
Ti7 sing3-tng5 au7,在聖堂後面,695,,
Ti7 sneg3-tng5 tsing5,在聖堂前面,695,,
Ti7 sing3-tng5e5 tshu3-ting2,在聖堂的屋頂上,695,,
Ti7 sing3-tmg5 kha,在聖堂的屋腳下,695,,
Ti7 tsia,在這裡,695,,
Ti7 hia,在那裡,695,,
U7 ti7--leh,在家裡,695,,
Bo5 ti7--leh,不再,695,,
Ti7 toh-kha,在桌下,695,,
Ti7 toh-ting2,在桌上,695,,
Ti7 thoo5-kha,在地上,696,,
Ti7-si5,何時,696,Tang-si5,
Ti,豬,696,,
Ti-bah,豬肉,696,,
Ti-kuann,豬肝,696,,
Ti-iu5,豬油,696,,
Ti7,筷子、箸,696,,
Ing7 ti7 tsiah8 png7,用筷子吃飯,696,,
Ti-tu,蜘蛛,696,,
Ti-tu-si,蜘蛛網,696,Ti-tu-be̍h-bang7,
Ti7,痔,696,,
Ti3,戴,697,,
Ti7-thau5,鋤頭,697,,
Ti5,池,697,,
Hi5-ti5,魚池,697,,
Khui hi5-ti5,挖魚池,697,,
Kut8 hi5-ti5,掘魚池,697,,
Tshing hi5-ti5,清魚池,697,,
Tian7-ti5,電池,697,,
Ti5-liau2...i2 gua7...,除了...以外,697,,
Ti3-sik,知識,698,,
Ti7-liau5,治療,698,,
Tinn,甜,698,,
Tinn7,滿,698,,
Tsit8 pue tinn7 tinn7,一杯滿滿地,698,,
Tinn5,纏、捲,698,,
Ko-ko-tinn5,糾纏,699,,
Tinn3,假裝,699,,
Tinn3 m7 tsai,假裝不知道,699,,
Tinn3 m7 bat,假裝不認識,699,,
Tinn3 bo5 thann--kinn3,假裝沒有聽到,699,,
Ti3 khong,裝出怪模怪樣,699,Tinn3 khong tinn3 gong7,
Tiann7-tiann7,常常,699,,
Tiann7-tioh8,決定,700,,
Tiann7-kim,訂約金,700,,
Tiann3,鍋,700,,
Tiann5,庭,700,,
Tiah8,買(穀類),700,,
Tiah8-bi2,買米,701,,
Tiah8 thoo5-tau7,買花生米,701,,
Tiah8 beh8-a2,買麥,701,,
Tiam2,點,701,,
Tsit8 tiam2-a2-kiann2,一點兒,701,,
Tsit8 tiam2-tsing,一點鐘、一節,701,,
Tiam2 puann3,一點半,701,,
Kui2 tiam2-tsing,幾點鐘,701,,
Sann tiam2-tsing,三點鐘,701,,
Sann tiam2 gua7,三點多鐘,701,,
Lak8 tiam2 si3 tsap8 goo7 hun,六點四十五分,701,,
Te7 kui2 tiam2-tsing,第幾堂、第幾節,701,,
Nng7 tiam2 tsing ku2,兩點鐘,701,,
Thau5 tiam2-tsing,第一節、頭一節,702,,
Tsue3 au7 hit tiam2-tsing,最後那一節,702,,
Tiam2 lah8-tsik,點蠟燭,702,,
Tiam2 tian7-hue2,點電燈,702,,
Tiam2-ting,點燈,702,,
Tiam3,住,702,,
Tiam3,店,702,,
Tsheh-tiam3,書店,702,,
Thi3 thau5 tiam3,理髮店,702,,
Tsap8-hue3-tiam3,雜貨店,702,,
Piann2-tiam3,餅店,702,,
Png7 tiam3,飯店,702,Sit8-tng5,
Tshai3-tiam3,公共食堂、酒家,702,,
Te5-tiam3-a2,茶室,702,,
Pah-hue3-tiam3,百貨店,703,,
Tiam3-thau5,店,703,,
Tiam3 uan5,店員,703,,
Tiam3 mia5,店名,703,,
Tiam2 mia5,點名,703,,
Tiam2-sim,點心,703,,
Tsiah8  tiam2-sim,吃點心,703,,
Tiam7,靜,703,,
Tiam7--khi3,停了,704,,
Tian7-thoo5,電土,704,,
Tian7,電,704,,
Tian7-too7,電鍍,704,,
Tian7--tioh8,感電、受電擊,704,,
Tian7-iann2,電影,705,,
Khi3 khuann3 tian7-iann2,去看電影,705,,
Tian7-khi3,電氣,705,,
Tian7-po3,電報,705,,
Phah tian7-po3,打電報,705,Komg3 tian7-po3,
Tian7-po3-tsinn5,電報費,705,,
Tian7-sin3-kiok8,電信局,705,,
Tian7-sin3-thiau5,電信杆,705,Tian7-ue7-thiau5,
Tian7-ting,電燈,705,,
Tian7-hue2,電燈,705,,
Tian7-hue3-thiau7,電燈杆,705,Tian7-ting-thiau7,
Khan tian7-hue2,裝電線,705,,
Tian7-pio2,電錶,705,Pong7-pio2,
Khan tian7-hue2 sai-hu7,電氣工匠,705,,
Tian7-ue7,電話,705,,
Phah tian7-ue7,打電話,706,Kong3 tian7-ue7,Kha3 tian7-ue7
Tian7-ue7-huan,電話號碼,706,,
Tian7-suann3,電線,706,,
Tian7-kiu5,電燈泡,706,,
Tian7-ling5,電鈴,706,,
Jih8 tian7-ling5,按電鈴,706,,
Tian7-sinn3,電扇,706,,
Tian7-ti5,電池,706,,
Huat-tian7,發電,706,,
Huat-tian7-ki,發電機,706,,
Pi7-lui5-tsiam,避雷針,706,,
Thau-tian7,偷電,706,,
Tian7 liau2--khi3,沒有電,706,Bo5 tian7,
Tian7 bo5 lai5,電沒有通,707,,
Sit tian7,停電,707,,
